n 10000, TimeSeries size 10000
1.554,2.11221
0.082,0.125824
1.254,1.25656
-0.585,-0.459662
0.447,0.462858
-1.112,-1.10769
0.514,0.582007
-0.081,-0.122863
1.060,1.56356
-0.389,-0.251728
0.284,0.216835
-0.144,-0.236953
-0.722,-0.700342
-0.316,-0.231139
1.077,0.577981
0.035,0.0239293
-1.938,-1.8344
1.703,1.30037
0.679,0.721317
-0.210,-0.210889
0.425,0.437023
0.398,0.392645
0.350,0.160758
2.844,2.68151
1.377,1.37558
-0.697,-0.707701
0.687,0.386735
-1.224,-1.20246
0.467,0.52588
0.781,0.689858
0.608,0.246681
1.119,1.10946
-0.219,0.109082
0.145,0.139826
0.909,0.775581
0.429,0.333853
-1.643,-1.51861
0.200,0.725732
-2.116,-2.23037
-1.868,-1.99228
-0.654,-0.755093
1.242,1.37047
-1.288,-1.32176
-1.381,-1.29644
1.042,1.12496
0.864,0.60062
-1.738,-1.76293
-0.642,-0.593298
-1.126,-1.43258
-1.194,-1.23984
-1.683,-1.69571
0.429,0.347679
1.170,1.4303
0.990,0.351985
0.342,0.183842
1.006,1.00505
1.257,1.60812
-1.718,-1.12482
-0.595,-0.63419
-0.745,-0.855625
0.054,-0.211435
0.747,1.51009
-1.116,-0.0798298
-1.056,-1.1093
-0.090,-0.114036
0.672,0.958743
-1.295,-1.34002
1.831,1.87609
0.104,0.493973
0.635,0.74245
0.787,0.773635
-0.306,-0.258115
0.404,0.851521
-0.876,-0.745049
-0.731,-0.657071
0.292,0.173058
-0.697,-0.620714
-0.135,-0.0916938
-0.665,-0.68247
0.631,0.729113
0.283,-0.0598389
-0.583,-0.447699
0.881,0.859395
1.392,1.28681
1.435,1.56197
-1.019,-0.892111
0.114,0.249556
-0.479,-0.374087
-1.070,-1.05865
-0.623,-0.559611
-2.140,-2.13014
0.665,0.85198
0.059,0.132759
-1.483,-1.4739
1.340,1.2958
0.631,0.316273
-1.545,-1.31573
-1.480,-1.48574
-0.583,-0.674005
1.715,1.66681
1.421,1.42582
-0.370,-0.28268
0.556,0.598022
0.145,0.0775019
-1.959,-1.88157
0.895,0.725415
-1.438,-1.32317
0.436,1.14662
-0.054,-0.213101
-0.325,0.13793
-0.147,-0.193325
-0.708,-0.575119
0.395,0.57989
0.803,0.800861
-1.940,-1.93392
0.455,0.430518
0.876,0.969472
1.280,1.15986
-0.621,-0.633578
-0.142,-0.138104
1.460,1.53765
-1.003,-1.11938
2.059,1.83301
0.850,0.700771
-0.940,-0.735093
0.393,-0.143441
-1.377,-1.39511
-0.731,-0.698978
-1.511,-1.56362
0.088,-0.0823121
0.060,-0.28879
-0.765,-0.760252
1.073,1.02236
-0.078,0.0959751
0.319,0.373158
0.827,1.39324
1.092,1.10364
2.555,2.56729
-0.044,-0.283518
-0.732,-0.727798
-1.466,-1.46609
0.075,0.0684661
-0.727,-0.757763
2.030,2.00224
-0.479,-0.479071
-0.023,0.0946283
-0.302,-0.62255
-0.877,-0.870672
-0.086,-0.0789127
-0.311,-0.469331
-0.107,-0.0698346
0.359,0.358137
0.567,0.548581
-0.210,-0.173534
1.095,0.948527
-1.377,-1.22529
-0.645,-0.64748
0.856,0.89937
-0.045,-0.008739
1.200,1.10266
0.495,0.587732
-1.065,-1.042
-1.517,-1.3887
0.275,0.299667
0.595,0.571207
-0.162,-0.120185
0.271,0.21644
-0.034,0.0377328
1.011,0.923205
-0.043,-0.00306537
-0.895,-0.672612
0.989,0.821015
1.030,0.956848
0.795,0.99541
-0.085,-0.131101
-0.838,-0.931815
-0.042,-0.0146132
0.539,0.651904
0.056,0.223036
-0.079,-0.210566
0.476,0.110353
0.192,0.145553
-0.419,-0.411766
1.062,1.67275
0.199,0.258936
0.267,0.270907
1.238,1.19365
2.290,2.31079
0.370,0.370842
0.999,0.99559
-0.534,-0.50971
-1.220,-1.33042
-0.733,-0.73873
0.308,0.179631
1.026,1.09695
-0.589,-0.640735
0.148,0.109246
-0.584,-0.584217
-1.495,-1.48178
-1.159,-1.17188
-0.362,-0.368486
-0.215,-0.198332
-2.670,-2.54159
1.661,1.29066
1.374,1.37017
0.405,0.514231
0.294,0.319701
-0.246,-0.106815
-0.186,0.186572
0.037,0.0406282
-0.356,-0.386314
0.620,0.612057
-0.644,-0.652871
0.896,0.798434
-1.151,-1.17559
-0.546,-0.611584
-0.300,-0.492337
0.041,-0.0272855
0.212,0.416994
-0.700,-0.774924
-0.583,-0.607822
1.034,0.866721
-1.621,-1.51918
-0.643,-0.410874
0.199,0.192517
0.841,1.01523
-0.064,0.00173353
0.425,0.506698
-0.539,-0.419957
1.144,1.14026
0.491,0.958671
0.559,0.743976
0.641,0.765035
0.654,0.704583
-0.222,-0.588396
1.897,1.82042
1.729,1.76227
0.597,0.487489
0.899,0.901917
0.622,0.480284
0.578,0.455133
-1.986,-1.98648
-0.752,-0.704837
0.527,0.476608
-1.555,-1.4728
1.467,1.33657
-0.211,-0.0833698
0.994,0.880254
-2.233,-2.2549
0.212,0.439623
0.445,0.436888
0.921,1.2252
0.879,0.672582
0.202,0.168332
-0.794,-0.811521
1.159,0.722485
0.478,0.419848
-1.736,-1.80801
0.578,0.653626
-1.584,-1.59251
-1.957,-1.07777
2.950,2.83181
-0.773,-1.07215
0.101,0.0404886
1.700,1.68076
1.794,1.8031
-0.802,-0.805066
0.581,0.342044
-0.785,-0.782082
1.764,1.67501
-1.054,-1.04785
-0.188,-0.189102
0.186,0.357064
-0.751,-0.713759
-0.043,-0.234782
0.758,0.98105
-0.258,-0.188347
-1.236,-1.19651
-0.201,-0.181281
-0.945,-0.946909
0.998,0.534149
0.001,0.00781977
-0.006,0.22102
-1.661,-1.61643
-0.416,-0.428561
0.454,0.444069
-0.351,-0.450036
0.373,0.296794
-0.593,0.235729
-0.625,-0.620449
0.339,0.66546
-0.841,-0.872913
1.568,0.736021
0.029,-0.104884
-2.024,-2.06877
-0.759,-1.03349
-0.311,-0.341713
1.429,1.43955
1.343,1.3802
-0.505,-0.597006
0.711,0.698902
0.082,-0.185421
-0.575,-0.892574
-2.625,-2.67992
0.428,0.526379
0.278,0.42604
0.179,0.16173
0.675,0.683362
-1.368,-1.34678
0.523,0.637465
1.125,1.60354
-0.317,-0.293849
0.332,0.224422
0.852,0.817783
-0.428,-0.508217
0.310,0.290254
-1.592,-1.7972
0.915,0.872481
-1.869,-1.74965
0.216,0.048179
-0.098,-0.0957058
-1.293,-0.547437
-0.788,-0.787831
-0.334,-0.333642
-1.056,-1.08468
-0.692,-0.0901651
-0.192,-0.0167201
1.316,1.26428
0.898,0.876715
-1.848,-1.88568
-0.010,0.0332542
-0.211,-0.0574389
-0.254,-0.307923
-0.115,-0.300563
1.287,0.6179
2.752,2.9981
0.634,0.601986
0.416,0.41592
0.337,0.563817
-1.919,-2.0156
0.380,0.332929
-0.165,-0.174972
2.483,2.39608
-0.010,-0.0546829
-1.458,-1.10533
-0.429,0.0102123
-0.275,-0.397566
0.048,0.0718954
1.517,1.51794
0.427,0.46382
-0.326,-0.201707
-0.655,-0.664984
-2.434,-2.27662
1.381,1.39934
0.634,0.637459
1.070,1.08962
0.805,0.835277
0.912,0.887394
-0.459,-0.449554
-1.057,-1.07489
0.852,0.998236
0.259,0.26719
1.110,1.15409
-0.119,0.0563073
-0.243,-0.651368
-0.047,-0.0263213
1.997,1.85217
-0.216,-0.213224
1.133,1.13233
0.316,0.329863
-0.876,-0.949798
0.054,-0.0153585
0.846,0.831392
0.190,0.235875
-0.143,-0.608921
0.544,0.617307
-1.381,-1.41803
-1.016,-1.02925
0.030,-0.00892723
-0.500,-0.436815
-0.020,0.164692
-2.282,-2.27781
-0.284,-0.377578
1.967,2.11311
1.184,1.10862
1.631,1.50483
0.753,0.747729
-0.370,-0.0900354
0.364,0.270311
-1.744,-1.80335
0.230,0.421485
-0.586,-0.503538
0.535,0.312348
-1.112,-1.10235
0.089,-0.0693305
2.686,2.6529
-0.392,-0.42715
-1.220,-1.21876
0.766,0.618496
0.272,0.383705
0.095,0.431998
0.201,0.182956
-1.158,-1.17805
-0.502,-0.501881
0.272,0.247692
0.047,0.0969435
1.038,1.06308
-0.718,-0.693429
-0.653,-0.554409
-1.055,-1.04543
-0.338,-0.2676
0.740,0.638791
-0.822,-0.530909
-0.515,-0.782004
0.630,0.492705
-2.191,-2.32501
-0.753,-0.455902
-0.108,-0.0431153
0.728,0.719226
0.949,0.918325
0.083,0.133472
0.151,0.127391
0.521,0.538177
1.171,1.13451
-0.743,-0.66931
-2.031,-2.04185
-1.173,-1.22632
-1.054,-1.23714
0.425,0.399058
1.564,1.50609
0.342,0.486311
1.571,1.56425
2.520,2.42992
1.660,2.07632
0.782,0.833678
0.608,0.407026
-0.129,-0.123998
-1.119,-1.1189
0.200,-0.272898
0.034,0.406506
0.695,0.694885
0.594,0.783731
-0.272,-0.566493
0.876,0.789422
-0.127,-0.125975
0.064,0.184735
-0.881,-0.815579
-2.744,-2.66442
1.417,1.42678
0.684,0.647633
1.785,1.69299
1.732,1.79004
0.743,0.622366
0.560,0.490981
0.218,0.234772
-1.197,-0.963878
0.628,0.591825
1.026,0.94104
-0.707,-0.661432
-1.383,-1.60687
0.128,0.0954095
0.589,0.588067
-0.098,0.0230516
1.276,1.13585
1.279,1.04279
2.613,2.59503
-0.084,0.0318962
0.780,0.57317
-2.074,-1.93464
0.924,1.17685
0.200,0.207581
-0.185,-0.150902
0.373,0.231554
-0.543,-0.557765
2.428,2.29463
-0.353,-0.267007
-0.973,-1.04896
-0.734,-0.82525
0.823,0.746416
-1.424,-1.39587
-1.411,-1.41367
1.762,1.81169
-0.159,-0.148148
-1.513,-1.41252
-0.506,-0.467617
1.856,1.8551
0.458,0.574074
-1.119,-1.12916
1.329,1.1646
-0.335,-0.313411
-0.952,-1.16024
0.250,0.233206
-0.407,-0.237769
-0.320,-0.388241
-1.495,-1.51575
1.575,1.54357
0.923,1.01441
-0.157,-0.241368
-0.901,-0.763065
-0.084,-0.0724021
-0.963,-1.17622
-0.559,-0.61291
-1.385,-1.36192
-1.899,-1.66453
0.201,0.545294
0.694,0.199102
0.386,0.329952
-0.713,-0.703174
-0.291,-0.440876
-0.080,0.056157
-0.207,-0.11617
0.997,1.07543
-0.684,-0.672723
0.039,0.0391222
-0.191,-0.138353
0.060,0.10933
0.912,0.810726
-0.966,-0.946382
-0.073,0.00962785
-0.634,-0.583741
-0.795,-0.846212
-0.483,-0.4276
-0.370,-0.380548
0.577,0.665564
-0.098,-0.0891117
0.657,0.682479
1.191,1.13944
-0.719,-0.670555
0.842,0.668995
-0.011,-0.0648484
1.971,1.97752
0.955,0.937556
-0.141,-0.119745
-1.120,-1.17524
1.469,1.38537
-0.410,-0.293077
-0.177,-0.216751
0.913,0.712942
0.973,0.870028
-0.887,-0.849177
1.118,1.08162
-0.099,0.21663
0.144,-0.0375486
1.198,1.21581
-0.069,-0.0395443
0.432,0.365728
-0.600,-0.52102
0.773,0.803367
1.097,1.11359
-0.396,0.0286065
-1.396,-1.40358
-0.808,-0.829088
0.065,-0.17335
-0.600,-0.939039
-0.389,-0.387334
-0.306,-0.267408
0.176,0.171698
-0.015,0.0110036
0.047,-0.291728
-0.422,-0.545593
0.966,0.970157
-2.479,-2.49247
1.182,1.20523
-0.254,-0.205571
0.092,0.070423
-0.644,-0.795308
0.693,0.435503
1.375,1.33895
0.735,1.06386
2.305,2.50063
1.147,1.10527
0.394,0.325471
0.085,-0.00523827
-0.313,-0.163777
-0.153,-0.0142672
1.527,1.46215
1.327,1.23902
1.388,1.16135
-0.040,-0.0477519
1.241,1.24781
-0.213,0.140798
1.110,1.33353
-0.562,-0.591713
-0.363,-0.238197
1.815,1.81181
0.452,0.458936
-0.404,-0.534236
0.201,0.181482
1.020,0.966936
0.565,0.576588
-0.537,-0.478503
0.032,0.0316979
0.141,0.212714
-0.727,-0.665158
0.146,0.191125
0.736,0.647053
-0.895,-0.184489
-1.005,-1.01259
-0.215,-0.3688
0.046,-0.0101723
1.648,1.71135
0.268,0.214191
0.094,0.550795
0.809,0.765351
-2.076,-2.16789
0.108,-0.146609
0.394,0.516892
0.066,0.113792
-1.015,-1.12439
0.522,0.485438
1.064,1.17068
1.019,0.994685
0.079,-0.0145231
0.541,0.645758
-0.287,-0.279568
-0.141,0.0901266
-0.412,-0.410847
0.921,0.879928
0.040,0.208194
-0.157,-0.157146
1.142,1.1355
-0.781,-0.893755
0.224,0.231545
0.725,0.719021
0.168,0.560343
-0.004,-0.0258623
-1.227,-1.39616
0.172,0.169524
-0.420,-0.420466
-0.694,-0.727652
-0.718,-0.714683
0.889,0.213963
-1.698,-1.69497
0.993,1.10965
0.784,0.463148
0.636,0.701127
1.454,1.4132
-0.398,-0.37623
-0.316,-0.27954
-0.109,0.430989
0.391,0.579774
0.391,0.324737
-0.008,0.238938
0.030,0.0130178
0.674,0.660993
0.627,0.249915
-0.865,-0.866799
-0.938,-0.926466
1.326,1.33539
-0.334,-0.404505
-1.005,-0.950033
0.636,0.96536
-0.486,-0.502077
0.984,1.29521
0.013,-0.0992308
-0.593,-0.78447
0.043,0.051013
-0.260,-0.329823
-1.158,-0.859684
0.547,0.546883
0.596,0.828014
0.269,0.345729
-0.921,-0.913369
0.096,0.0546732
0.113,-0.0214639
-0.134,-0.531006
-0.922,-0.76285
0.539,0.396055
1.232,1.09202
0.191,-0.162517
-0.074,-0.59023
-0.264,-0.220569
-0.628,-0.601386
-1.571,-1.68526
-0.461,-0.480058
0.154,0.165068
-0.010,-0.00478341
-1.092,-1.08673
0.056,-0.109912
-1.414,-1.49252
0.480,0.637759
-1.178,-0.819763
0.178,0.133395
0.727,0.992675
0.986,0.93216
-0.688,-0.905237
0.521,0.520688
-1.708,-1.44949
-0.278,-0.285133
0.346,0.184497
-0.039,0.000146729
-1.017,-1.02392
0.062,0.00182482
1.338,1.34404
-0.463,-0.444533
-1.146,-1.15004
-0.743,-0.477476
-0.513,-0.520008
0.137,0.0781741
0.628,0.716619
0.584,0.648555
-0.840,-0.659761
0.793,0.797654
-0.169,-0.130586
-1.539,-1.57209
-0.568,-0.599767
0.193,0.239009
-0.705,-0.667268
-0.051,0.0948632
1.004,0.764776
1.465,1.43815
0.856,0.309573
-0.236,-0.488535
1.232,1.02801
0.780,0.64136
-1.229,-0.906422
0.216,-0.259051
0.065,0.0514762
0.480,0.573376
1.131,1.4774
0.118,0.0446067
1.548,1.64144
-0.173,-0.161301
-0.625,-0.584746
0.497,0.628114
-0.808,-0.729287
-0.553,-0.562369
-0.484,-0.649293
1.351,1.30302
0.280,0.619233
0.219,-0.340872
0.543,0.524879
0.111,0.0938285
-0.362,-0.6504
-0.545,-0.212474
0.485,0.213383
1.194,1.29113
-0.466,-0.730331
-0.050,-0.0507903
0.419,0.4987
-0.323,-0.305303
-0.104,-0.127202
-0.398,-0.396273
0.352,0.513382
-1.676,-1.284
-0.264,-0.279941
-0.355,-0.326671
-0.269,-0.351297
0.391,0.374697
0.013,-0.108369
0.533,0.884692
-0.725,-0.7276
-0.160,-0.349043
-0.540,-0.584982
-0.987,-1.19109
-0.687,-0.903013
0.262,0.542688
0.855,0.563098
0.066,0.0566148
0.552,0.476674
-1.521,-1.46524
-0.115,-0.152297
0.578,0.558234
-0.112,-0.231815
-0.007,-0.0259101
0.766,0.764775
-0.197,-0.1959
1.158,1.23078
3.174,3.20515
1.907,1.88302
0.339,0.369982
-0.317,-0.307229
-0.916,-0.839587
1.319,1.25533
0.029,0.0479617
1.702,1.5138
-2.425,-2.42943
0.324,0.479337
0.614,0.537362
0.657,0.710479
-0.005,-0.00366711
-0.687,-0.703265
0.098,0.0990866
-0.924,-0.903621
-1.584,-1.60058
-0.412,-0.561427
-0.610,-0.618212
-0.159,-0.521148
-1.642,-1.44688
0.833,1.01072
0.121,0.00937653
1.079,1.06876
0.407,0.669681
0.271,0.264591
-2.332,-2.48651
-2.146,-2.17858
-2.214,-2.17044
0.975,0.845089
-0.071,-0.178551
-1.478,-1.42364
-1.283,-1.21328
0.770,0.780322
1.543,1.4578
0.041,-0.244915
-1.310,-1.46906
0.671,0.603314
0.034,-0.0413227
0.102,0.204222
-0.966,-0.980923
0.303,0.292768
-0.661,-0.996879
-0.722,-1.13332
0.278,-0.314974
0.443,0.437149
1.828,2.17358
0.448,0.221173
0.408,0.408145
0.653,0.631976
-0.423,-0.581859
0.392,0.521557
-0.381,-0.333988
-0.650,-0.660035
-1.584,-1.68337
0.746,0.716805
2.244,2.2862
-1.604,-1.58914
-0.526,-0.564727
-0.033,-0.0641541
0.668,1.08578
0.048,-0.0627494
0.220,0.209274
-0.699,-0.688328
3.443,2.6367
-0.522,-0.531967
0.155,0.0758763
-0.271,-0.314023
-0.364,-0.442004
-2.362,-2.32368
-0.723,-0.640096
0.275,0.220519
0.972,0.972265
-2.646,-2.715
-1.240,-1.23952
1.719,1.66154
-1.302,-1.49517
-0.032,-0.0206172
-1.038,-1.03795
1.216,1.17807
1.074,0.872162
0.355,0.345311
-0.492,-0.488967
0.034,0.363126
-0.983,-0.998463
-1.190,-1.50781
-1.463,-1.41383
2.614,2.54545
0.876,0.917324
-0.909,-0.912522
0.902,0.801288
0.299,0.255196
-0.422,-0.348293
-0.079,-0.0488623
-0.172,0.0991445
0.814,0.894978
-0.514,-0.328235
-1.584,-1.33297
1.959,1.95971
1.259,1.31589
0.642,0.634092
0.509,0.531399
-0.652,-0.659188
0.133,0.240989
-0.410,-0.342212
0.022,0.518313
-0.981,-1.0832
0.866,0.863713
0.207,0.450382
-0.661,-0.521909
-1.428,-1.42841
-2.293,-2.34065
1.286,0.852787
0.291,0.330531
-0.451,-0.376551
-0.417,-0.470571
-0.422,-0.382578
-0.475,-0.431347
-0.339,-0.524759
0.105,-0.020847
0.828,0.683641
0.773,0.824619
-0.049,-0.297009
-0.804,-0.700976
-0.093,-0.161827
-1.246,-1.21304
-0.001,0.0185753
-0.519,-0.508666
-0.193,-0.153649
0.149,0.0754267
0.201,0.215716
0.544,0.730506
-1.055,-0.99766
-0.632,-0.618928
-0.816,-0.508653
-0.283,-0.250211
-0.114,-0.031261
-0.125,0.17115
-0.428,-0.277222
1.351,0.924128
0.416,0.176316
0.777,0.635298
-0.037,-0.0385924
0.529,0.735344
0.051,0.0650225
-0.899,-0.95153
1.346,0.268409
-0.917,-0.899389
0.322,0.322341
0.783,0.760362
-0.733,-0.763224
-1.296,-1.13647
-1.437,-1.44377
-0.101,-0.0896405
-1.684,-0.598796
-1.462,-1.4363
0.515,0.533456
1.602,1.69923
-0.840,-1.24186
0.839,0.79838
1.285,1.25977
-1.386,-1.24783
0.584,-0.292578
2.562,3.12156
-1.345,-1.36898
2.283,2.28169
-1.359,-1.42276
0.267,0.465291
0.116,0.0707912
1.006,0.968494
-0.191,-0.190827
2.489,2.5007
0.557,0.478573
-0.441,-0.367774
0.036,0.297665
0.927,0.918918
0.938,1.19462
0.065,0.213298
-1.039,-1.04344
1.540,1.14705
-1.378,-1.42749
1.010,1.14571
1.268,1.27559
-0.983,-0.829621
0.078,-0.0474127
-0.136,-0.128084
-0.468,-0.322673
0.168,0.167352
1.850,1.74108
-1.414,-1.62736
-0.182,0.0616188
-0.150,-0.132542
0.595,0.694873
0.159,0.170261
-0.419,-0.47002
-1.034,-1.02449
-0.435,-0.614231
0.752,0.97039
0.511,0.358687
-1.536,-1.40477
-0.474,-0.438467
0.378,0.295829
0.661,0.907344
-0.456,-0.693846
-0.171,-0.219846
1.308,1.19755
-0.547,-0.566863
-0.798,-0.7274
-0.228,-0.208317
1.060,0.83884
0.258,0.250695
-0.553,-0.594447
0.923,0.936678
0.038,-0.195713
-1.438,-1.59945
2.038,2.08299
-1.507,-1.46731
0.299,0.329763
0.503,0.454422
1.149,1.14208
0.675,0.561326
-0.786,-1.1696
1.113,1.01104
0.513,0.577318
0.030,-0.305759
1.663,1.43591
0.777,0.730395
3.036,1.82152
0.099,0.137293
2.474,2.52577
-1.060,-1.05649
-1.543,-1.51792
0.204,0.165516
-0.746,-0.745434
0.099,0.156713
0.960,0.944939
-0.954,-0.959629
0.276,0.196686
-0.790,-0.834508
0.788,0.797108
-0.281,-0.319512
0.008,0.00974294
0.025,0.0972717
0.740,0.717764
0.156,0.208666
-0.180,0.120586
0.241,0.111387
0.238,0.250734
0.315,0.369364
0.627,0.63411
0.426,0.43232
1.102,1.02239
-0.499,-0.476001
0.178,-0.346431
-0.175,-0.190831
-0.679,-0.712163
1.144,0.896597
1.272,1.30838
-0.465,0.152733
-0.529,0.150981
1.063,1.01243
-0.103,-0.268714
-0.467,-0.433174
0.628,0.70416
0.835,0.862509
0.301,0.296007
-0.466,-0.653125
1.374,1.33237
0.562,0.426937
0.839,1.02797
0.116,0.0229979
0.932,0.834121
-0.910,-1.2887
1.481,1.13911
-0.627,-0.587046
0.405,0.418676
0.504,0.449949
1.048,1.08619
-0.170,-0.325564
1.507,1.43056
-0.070,-0.114022
1.254,1.04924
0.919,0.929547
1.177,0.964686
-0.393,-0.391289
1.564,1.41286
-0.387,-0.350746
-0.201,-0.218765
-0.990,-1.04701
1.116,1.12488
-0.586,-0.530627
-0.368,-0.425071
-0.451,-0.435975
0.096,-0.179692
0.812,0.822424
-0.598,-0.598545
0.709,0.449291
1.912,1.92802
1.381,1.40517
0.990,1.69803
-0.461,-0.428804
-1.456,-1.35428
0.379,0.303157
-0.509,-0.651246
-0.571,-0.64972
-0.112,-0.0418963
0.422,0.524838
-1.219,-1.2142
0.631,0.598067
0.100,0.0723359
-2.450,-2.41106
-0.022,-0.153745
-0.535,-0.474252
0.532,0.475592
-0.241,-0.283127
1.087,1.12074
-0.504,-0.371854
0.499,0.499373
0.034,-0.137112
-0.511,-1.03376
-0.391,-0.405222
1.240,1.27699
-0.344,-0.262188
1.136,0.622367
1.767,1.36773
0.489,0.466304
-0.991,-1.63991
-1.336,-1.12295
-0.619,-0.595906
-0.701,-0.773566
-0.202,-0.190667
-1.134,-1.11105
0.693,0.689691
0.265,0.354308
0.190,0.0789822
0.142,0.272143
0.308,0.0672069
0.297,0.277829
-0.593,-1.07129
0.696,0.80726
-1.072,-1.18876
-0.272,-0.778333
-0.536,-0.485397
-0.335,0.0840462
-0.162,-0.00769346
-1.030,-1.04676
-0.117,0.0415427
-0.697,-0.623756
-1.410,-1.44363
1.016,1.03824
0.351,0.577703
-0.805,-0.741025
-1.469,-1.4994
-0.325,-0.440838
-0.552,-0.217945
-0.713,-0.736317
0.103,0.240172
-0.224,-0.162115
-0.507,-0.500448
0.356,0.348144
-0.608,-0.587929
1.008,0.714425
-0.722,-0.678166
0.914,0.816727
1.213,1.46196
-1.172,-1.05954
1.593,1.61772
-0.299,0.0246774
-0.021,-0.088924
0.223,0.2008
-0.786,-1.01058
-0.669,-0.719449
-0.441,-0.417933
-0.436,-0.431581
1.426,1.26431
-1.032,-0.884785
0.464,0.844935
1.366,0.877548
-0.966,-0.507633
-1.096,-1.10381
-1.051,-1.03177
1.592,1.50921
-0.615,0.0691221
-0.298,-0.466584
0.722,0.62842
-0.195,-0.15372
-0.171,-0.221767
0.211,0.367261
-0.082,-0.0755501
0.149,0.140991
-1.238,-1.34506
-0.549,-0.634761
1.134,1.22139
0.282,0.331026
-2.635,-2.68009
-0.631,-0.598343
1.831,1.82608
-1.376,-1.36912
0.075,0.0282716
-0.654,-0.779731
-0.151,-0.268262
1.018,0.794219
1.450,1.48845
-1.262,-1.20797
-1.005,-1.0485
0.087,0.123366
-1.111,-1.21054
0.189,0.0833354
0.961,0.96246
1.221,1.13891
0.323,0.10148
-1.538,-1.48163
0.806,0.769928
0.792,0.304565
-0.164,-0.152
-0.045,-0.115011
1.031,0.980411
0.779,1.17593
-0.377,-0.260968
1.096,0.904386
-2.219,-2.23083
-0.398,-0.559703
-0.967,-0.912171
-0.902,-1.05248
0.132,0.198724
0.047,0.199528
0.920,0.657096
0.040,-0.0689184
-1.540,-1.45652
-1.119,-1.11878
-0.647,-0.595836
1.218,1.05791
-0.464,-0.442793
-0.991,-0.994327
0.877,-0.61903
0.466,0.471018
0.493,0.320968
0.354,0.356026
-1.702,-1.66932
1.258,0.954584
-0.713,-0.725457
-0.975,-0.975902
-0.825,-0.444723
0.790,0.686058
-0.386,-0.501982
-1.928,-1.95557
0.235,0.264513
1.742,1.04285
-1.043,-1.65746
0.096,0.0937393
-0.258,-0.276983
1.284,0.75868
0.295,0.656319
0.645,0.793402
0.958,0.939425
-0.531,-0.617281
0.259,0.450627
0.418,0.167835
0.501,0.0334143
-0.792,-0.778118
-1.014,-1.00505
0.348,0.17095
1.170,1.89052
0.116,-0.110964
-1.200,-1.05119
0.127,0.333393
0.678,0.674149
0.051,0.37253
-2.453,-2.31102
-0.565,-0.60973
-1.236,-1.31298
1.368,1.37765
-0.244,-0.225813
0.259,0.180659
-1.352,-1.1167
1.544,1.54255
-0.652,-0.444796
0.673,0.666764
-1.350,-0.443301
-0.629,-0.604949
-0.599,-0.652266
-0.040,0.173557
-0.741,-0.886396
0.769,0.710675
-0.537,-1.1762
0.956,0.940359
0.219,0.0250191
1.811,1.50481
0.376,0.359997
-0.422,-0.00257118
1.282,1.59496
0.410,0.268678
-0.465,-0.67203
0.333,0.335683
0.634,0.770541
-0.073,-0.198732
-0.958,-0.958425
0.375,0.398244
-1.953,-1.94186
-0.722,-0.782527
1.110,1.09096
-1.205,-1.38178
0.226,0.236875
0.240,0.373925
-1.219,-1.33837
-1.126,-1.10533
1.289,1.19076
0.679,0.792911
-1.665,-1.58848
-1.540,-1.5483
-0.171,-0.0791531
0.477,0.450741
-0.812,-1.03591
-0.690,-0.68347
-0.765,-0.758745
0.192,0.573134
-1.120,-1.27668
2.028,1.97436
0.959,0.923178
0.994,0.967679
-1.497,-1.68921
0.449,0.301402
0.136,0.839965
-2.127,-2.18362
-1.813,-1.82082
0.019,-0.00667709
-0.274,-0.134065
-1.279,-1.2307
-1.031,-1.02923
-2.027,-2.11641
-0.735,-0.886396
-1.087,-1.16243
0.324,0.421137
0.015,0.0303844
0.273,0.455046
0.396,0.517915
-0.989,-0.982961
0.945,0.942725
0.123,0.134977
0.333,0.251783
-2.110,-2.09733
-0.852,-1.0451
0.259,0.13007
0.116,0.187547
0.259,0.246005
1.203,1.07247
0.639,0.624088
-0.551,-0.82073
0.740,1.22368
-0.282,-0.226519
0.002,0.063872
-1.089,-1.14298
-0.011,-0.0927482
0.287,0.336104
-0.486,-0.515532
-0.945,-0.885557
0.827,1.08242
-0.479,-0.440314
-1.612,-1.63287
0.031,0.086541
0.740,0.646147
0.503,0.193248
0.528,0.37033
-2.190,-2.37608
0.811,0.812227
0.290,0.348056
0.507,0.520563
0.027,-0.00351639
0.339,1.16613
0.740,0.711433
-1.659,-1.71309
0.276,0.193482
0.592,-0.0576464
1.869,1.84774
0.913,0.904518
2.888,2.58129
0.184,0.17605
0.558,0.929577
-0.667,-0.716991
-1.559,-1.54131
-0.702,-0.745332
0.930,0.936489
-1.937,-1.86584
-2.602,-2.66123
0.168,0.384079
-0.092,-0.0931467
-0.538,-0.569292
0.527,0.30999
0.558,0.932456
0.864,0.766314
-0.277,-0.333603
0.646,0.417074
0.076,-0.0316103
-0.763,-0.760616
-0.008,-0.0257139
0.653,0.665665
1.996,1.67322
1.229,1.37583
-1.336,-1.42567
-0.081,-0.0190787
-1.108,-1.07119
-0.943,-0.980455
-0.068,-0.0594088
-1.057,-1.10214
-1.635,-1.69862
0.415,0.331048
0.099,0.141561
1.398,1.48638
0.016,-0.0242975
0.024,-0.298953
-0.417,-0.425054
-0.019,0.0100252
0.732,0.59539
-0.198,-0.226389
0.566,0.516417
-0.904,-0.874649
0.160,0.161406
-1.431,-2.13456
-0.116,-0.122304
-0.725,-0.521061
-0.235,-0.262867
0.171,-0.379466
