n 10000, TimeSeries size 10000
-1.153,-51.7789
-0.203,-144.551
-0.902,283.915
-1.407,-203.77
-0.712,1.79211
0.192,126.057
0.144,-234.133
0.385,-220.879
-1.415,214.224
-0.380,65.7446
2.403,-263.116
1.186,96.9571
0.234,-228.724
0.974,-212.121
1.129,-169.617
-0.410,-130.083
-0.468,-246.222
-1.756,6.16236
0.750,-43.5417
-0.843,246.43
0.827,14.2589
-1.521,-28.2965
0.386,-194.538
0.382,76.9055
0.149,-192.174
-0.261,411.639
-0.390,-98.5297
-0.140,23.8111
2.197,-204.436
0.474,202.661
-0.400,-111.446
0.739,-138.582
-0.527,231.896
-2.691,403.209
0.803,6.07282
0.331,270.222
-0.444,-283.061
-0.099,-459.546
-2.206,248.322
-1.463,58.0904
-0.792,152.182
-0.512,226.288
1.173,-32.6009
0.757,117.377
-0.020,-95.6632
-0.365,-13.245
-0.800,-324.704
1.211,124.456
-1.368,73.1828
1.016,3.83767
0.936,223.636
0.207,-160.277
1.150,85.3353
0.818,-118.177
0.134,61.4274
-0.658,7.35295
-0.726,407.686
1.244,-74.9015
0.450,-100.635
1.155,-145.782
-1.484,116.5
-2.544,547.933
-0.643,82.2219
-0.784,-21.0848
-0.857,139.289
1.180,-219.362
0.420,-67.0345
-0.906,36.7235
-1.170,-104.393
-0.136,-173.426
0.179,-232.221
1.749,-67.0393
-0.803,-175.674
-0.542,-148.178
-2.179,-48.5861
0.551,-125.853
-1.371,30.8745
-0.085,-101.883
-0.701,25.9432
-0.308,94.6477
2.364,31.0068
1.370,-161.836
0.732,-78.7944
-0.619,280.22
0.437,-53.4166
0.965,-229.466
1.282,-499.759
-0.902,11.6874
0.364,-169.308
-0.673,85.2762
0.314,106.959
-0.051,255.591
-0.263,-58.153
-0.527,536.282
0.893,-84.8595
-1.968,-94.7635
-0.254,220.31
2.229,-0.232669
-1.070,-116.72
0.419,-447.422
0.829,-52.0311
1.825,-196.476
-0.409,48.6055
-0.705,55.9466
-0.762,-105.122
2.157,-287.404
-0.861,-286.888
0.430,4.2427
1.259,-131.182
-0.921,-80.6087
0.278,-92.5566
0.702,-97.3676
-0.078,272.044
-0.534,661.986
0.178,-491.099
1.064,124.278
-2.012,290.26
0.092,22.8068
2.114,-107.915
1.038,88.0852
-0.979,210.943
0.530,-135.254
-0.152,407.599
-0.269,-239.482
-0.837,2.18293
-0.394,41.0997
0.595,107.431
2.651,-119.711
0.087,220.033
0.980,-107.19
-0.594,-164.111
0.279,21.3137
-0.778,-126.901
0.678,-2.30755
-1.350,-385.197
0.798,85.5382
-0.154,-102.844
-0.255,189.704
0.386,13.5222
0.738,-139.618
0.696,175.398
-0.789,-14.3365
0.768,66.2504
-1.669,229.349
-0.622,237.071
1.108,57.2089
0.875,0.769685
-0.746,130.647
1.128,-173.1
2.430,-339.047
-0.096,-376.027
0.046,-96.9772
0.380,281.116
-0.386,17.8771
0.843,-489.026
1.302,-202.62
-1.274,-130.941
-0.422,210.797
-1.585,-41.5159
-0.359,-171.967
-0.375,119.291
-1.349,408.065
0.707,225.523
0.707,-130.045
-1.606,488.876
0.651,172.413
1.362,24.1096
-0.298,-198.383
0.015,101.287
0.161,382.484
-0.946,-328.884
-0.260,166.027
1.795,-182.001
0.770,63.049
0.881,-424.875
0.285,-216.866
-0.380,396.829
0.795,-257.472
-1.353,-221.657
-0.064,209.382
-1.569,216.458
0.920,-141.517
-0.258,59.3835
0.652,-372.735
1.067,171.159
-1.315,8.08304
1.184,-178.768
-0.356,49.1499
-0.129,235.071
0.034,-24.4894
0.454,-223.388
0.871,54.6619
-0.366,-55.4155
-0.296,-234.759
0.926,-12.6465
-0.049,100.317
1.509,-36.2914
1.366,-245.544
-0.545,-157.865
-0.771,32.662
0.143,149.834
0.012,-74.5076
-0.864,-204.128
-1.376,137.533
1.480,314.996
0.709,-142.514
-0.105,104.977
0.069,-17.3857
-0.855,117.224
-0.263,-67.9058
0.896,-254.496
0.035,162.553
2.223,-153.446
0.589,186.408
0.156,-80.0505
-0.407,31.8984
-0.693,-185.17
0.249,-95.3573
1.434,-294.775
0.261,-141.561
0.494,267.301
-0.370,132.581
0.444,77.9058
-1.780,-15.3507
0.174,-36.5052
0.834,-11.3719
0.422,-114.28
-0.186,14.0163
-1.307,139.869
0.658,-299.451
-0.768,-363.853
0.624,96.8708
0.294,147.624
0.062,-89.6317
-0.078,449.609
0.266,-157.981
-0.261,371.68
0.556,85.8251
0.582,51.0859
1.266,-356.88
0.142,-169.235
0.621,-258.016
0.414,-15.4418
1.199,79.5969
0.635,124.236
-1.514,325.048
0.335,-156.135
0.773,278.693
-0.300,81.343
-0.917,-24.6176
-1.169,-37.8943
0.142,177.844
-0.453,140.967
-0.697,-22.4145
-0.424,-6.05223
0.744,-197.406
0.808,-86.8158
-0.515,53.5345
0.735,-257.624
0.529,227.906
0.899,121.976
1.155,-203.451
0.182,-172.96
-0.976,-1.07932
0.053,189.939
1.636,-377.268
-0.516,275.209
-0.325,73.9347
1.699,-62.6376
0.285,-225.77
0.909,116.695
-0.498,106.202
0.094,-280.548
0.348,143.725
0.728,-199.479
-0.112,292.794
-1.569,82.4109
1.198,-193.141
0.367,-119.304
-1.538,224.042
0.485,-43.1012
-0.506,-14.5699
0.784,73.191
0.327,-68.5954
0.007,-100.939
-1.016,143.865
-1.505,-118.777
0.008,-115.236
0.322,-240.012
0.957,-5.75856
0.493,-122.197
-0.899,50.3389
1.074,-129.342
0.190,29.9332
-1.506,172.201
-1.409,234.18
-1.431,147.529
0.571,-21.269
-0.651,244.744
-0.209,151.879
1.923,-268.469
1.097,-454.999
1.148,-332.433
-1.046,11.4792
0.094,366.927
0.386,143.834
-0.001,141.001
-0.697,34.2563
-2.387,-5.96353
0.387,117.048
1.137,-260.355
0.333,-183.295
-0.907,-223.209
0.346,-157.857
-0.083,-69.2865
1.199,73.1151
0.094,-300.93
-0.563,85.2879
0.467,381.566
0.061,286.801
1.765,92.3003
-1.185,-74.2933
-0.804,-161.975
1.146,-58.9851
-0.458,386.217
1.450,-249.968
-0.454,297.118
1.252,96.5542
-1.591,22.2175
0.022,105.081
0.418,-130.44
0.092,192.913
0.830,378.503
-0.684,286.098
-0.483,161.792
2.479,-301.36
0.185,-144.644
-0.790,38.3732
-1.979,-207.006
0.847,-205.94
-1.411,364.074
0.977,81.6287
-0.397,-5.34193
-1.266,-68.9348
-0.092,6.40821
-0.231,62.0592
0.159,-11.6705
0.140,-82.5175
-0.007,26.5867
0.425,215.324
-0.229,-84.7323
0.883,-243.876
0.399,-87.1619
-0.204,456.14
-0.271,275.179
-0.835,187.419
-0.142,374.323
0.030,-65.2449
-0.718,-112.536
1.548,-297.466
1.541,-58.3906
-1.601,-152.948
1.089,65.7072
-1.795,-34.5331
1.743,-224.182
-1.516,415.036
-1.239,-161.245
0.446,-387.88
-0.823,312.553
0.875,123.911
-0.554,26.7381
0.854,192.312
0.160,-41.6365
-0.754,435.028
-2.026,62.5194
0.458,178.988
0.463,-435.341
-0.717,108.499
-1.631,79.1073
-1.031,48.9575
0.863,99.6383
0.035,294.29
0.224,98.8344
0.208,10.2773
0.484,-446.58
-0.535,124.696
-0.027,58.2636
0.492,150.487
-0.244,229.368
2.220,-270.004
0.138,206.882
-0.603,68.5675
0.738,-472.903
-0.909,-59.6178
0.485,146.687
-0.215,-102.701
-1.701,-34.9902
-0.088,342.478
0.080,-11.8608
0.397,79.5287
-1.229,192.769
-0.354,17.2452
0.242,170.464
-0.706,130.592
-0.538,498.574
-0.756,-86.6417
-0.080,-207.955
-0.718,-101.624
0.927,-179.77
0.541,-469.345
-1.132,-23.6151
0.271,-461.942
1.125,11.8363
-2.226,-160.444
-0.051,327.912
-0.705,-27.5184
1.632,156.307
-1.011,-156.575
0.339,-57.2001
-2.622,118.039
0.417,-55.4136
0.016,302.207
0.194,237.247
0.076,152.627
1.808,-4.25655
-0.490,-94.9809
-0.368,-96.3623
0.556,-170.786
1.584,-582.081
0.365,-153.836
-0.513,560.396
-1.135,57.3185
-1.421,323.486
-0.029,-373.765
1.935,-137.118
-1.409,194.2
1.037,109.374
-0.566,388.665
-0.573,331.351
1.119,-16.241
0.456,495.689
1.416,-473.897
0.777,194.836
0.395,-59.0815
1.349,20.0362
2.299,-478.748
-0.381,18.4133
1.640,-54.2624
0.847,302.626
0.179,25.9811
-0.700,134.38
-1.243,-252.31
-1.160,39.6599
0.359,49.5826
0.324,-54.5421
0.881,136.354
-0.088,187.191
-0.602,-198.628
-0.613,101.613
0.394,-115.817
-0.404,474.528
-1.105,-127.117
0.977,-110.852
-2.168,102.729
-0.693,-213.511
1.157,65.6614
-0.557,-93.7327
0.400,322.673
-0.774,359.82
-1.593,39.9568
0.584,-111.435
1.009,-462.743
0.776,-139.268
-0.411,1.45888
0.131,-287
-0.208,76.8215
0.395,-179.784
-1.123,67.4729
1.601,-133.531
-1.153,-101.508
0.421,77.3824
0.050,255.91
1.186,-27.6408
0.439,15.113
0.076,74.8425
0.647,-10.1842
-1.148,184.895
1.368,-239.284
1.068,-48.787
-0.096,-305.162
1.313,-272.913
0.545,313.566
0.790,-30.8251
0.857,-67.5746
-0.076,-117.264
1.198,-279.245
-0.311,-272.525
-2.058,213.825
-1.062,-78.6251
0.322,58.6446
1.659,-180.291
-1.395,47.1123
1.235,-9.10917
0.072,-182.815
-0.776,-73.876
-0.271,-8.52036
0.599,537.411
0.663,-214.196
0.568,-20.9843
-0.657,121.462
-0.383,161.204
-0.323,-100.188
-0.186,-101.86
-0.861,-46.3249
-0.352,-176.966
1.636,-282.034
2.158,-29.6836
-0.549,-92.437
0.048,124.16
0.233,-57.547
0.598,308.108
0.368,-813.094
-1.579,49.8749
-0.190,-152.878
-0.919,82.1985
-1.040,-5.64974
-0.575,51.288
-0.520,-24.6991
1.625,-301.685
0.016,-155.16
0.654,-274.355
0.232,-74.1545
1.656,-261.446
-1.126,301.316
0.199,312.326
1.495,-121.26
-1.138,-20.486
-1.082,189.495
1.787,-58.3283
0.523,-136.888
-0.553,-75.5632
-1.967,-189.162
-0.263,-178.122
0.866,-591.202
-0.732,334.056
0.331,-74.909
-0.107,363.154
-1.889,-23.3767
-2.276,-106.748
-0.681,43.7422
0.034,293.815
-2.203,99.6127
0.230,-60.7423
-0.062,385.22
-0.283,-129.957
0.237,224.311
-0.156,257.081
0.876,239.905
1.194,-503.571
1.444,-111.863
-1.199,345.041
0.579,139.579
-0.690,224.442
-0.180,58.699
-0.575,29.0859
1.405,-96.991
-1.526,-57.041
-2.011,324.915
2.022,344.403
-0.112,51.3186
0.150,324.329
-2.613,304.394
1.986,-104.278
0.004,311.178
-0.961,188.496
0.009,-198.739
0.190,-25.2032
1.805,248.75
0.190,72.7322
0.685,-210.157
1.292,102.47
-1.171,154.375
-0.120,-81.442
-0.608,-385.953
-0.678,-93.5912
0.126,-100.258
-1.737,-48.5355
-1.428,-30.2243
-1.614,115.071
1.005,-44.8885
1.173,91.7166
1.861,329.839
-0.540,-29.2863
2.130,-81.1153
-2.027,138.864
1.137,-128.008
-0.383,-35.7726
-0.378,-289.646
0.891,-49.7942
0.523,36.1538
-0.164,74.9656
1.015,-289.885
-1.189,526.794
-0.189,109.84
-1.777,-285.044
2.503,-230.11
0.340,-281.806
-0.110,473.464
-1.245,363.131
-0.872,-142.337
-1.204,-107.217
0.894,-254.148
0.516,-147.47
-0.342,102.097
-2.063,662.835
-0.415,141.448
-0.463,-185.669
-1.153,191.553
-0.105,40.5578
-0.687,326.31
1.062,181.121
0.248,17.134
0.095,141.596
1.273,96.0339
0.235,-179.524
-0.188,-352.679
0.018,-46.468
-0.323,151.951
0.517,-123.137
-0.836,127.303
-0.453,84.9843
-0.287,-250.046
-1.354,540.918
0.896,75.9631
-0.724,-203.758
-0.911,12.9222
1.444,62.8407
0.591,-337.551
-0.270,-137.21
1.567,-206.783
2.444,-109.55
1.580,-305.3
1.887,401.102
0.608,-58.2637
0.295,176.799
0.216,-306.729
1.685,-123.922
-0.707,-318.165
-0.572,79.7579
0.149,87.2964
0.633,-84.1434
1.434,166.685
-0.349,-248.614
-0.508,75.396
-1.291,-46.2901
-1.489,70.7593
0.081,323.804
0.911,-305.34
0.848,273.69
-0.219,-141.613
-0.279,-23.8288
-0.900,204.245
-0.580,-331.373
-1.248,-255.971
0.852,-41.2412
-1.345,-248.052
0.807,77.0095
-0.737,-96.5585
-0.870,143.874
0.291,-298.627
0.131,-20.175
0.722,65.9324
-0.131,-192.133
-0.097,-295.063
-1.000,-136.139
-0.748,163.404
-1.121,146.762
-0.825,99.3125
-2.513,771.161
1.558,32.026
0.422,-183.054
0.831,508.736
0.334,-90.2476
0.125,61.1054
-0.904,69.5942
0.412,-259.377
-0.220,268.34
-0.413,178.978
0.502,402.54
0.629,-95.3589
-0.013,317.129
0.419,-386.986
0.238,-218.575
1.238,-282.816
-1.011,-22.7281
-0.643,-522.915
-0.717,-47.7063
-0.456,127.492
2.036,-41.0651
-1.191,120.755
1.456,190.253
-0.769,117.95
-0.987,-254.401
0.326,-179.808
1.519,-74.2409
-2.348,-249.733
1.053,301.258
-0.408,57.3363
-0.832,-133.833
1.371,-375.371
-1.034,-47.6764
0.490,342.219
1.099,-71.4584
0.174,368.595
0.844,-256.667
-1.083,-39.8851
0.554,-47.6547
-2.153,185.586
-1.065,46.3885
-0.038,372.162
0.525,-415.133
-0.586,137.567
0.399,-511.438
-0.848,-23.6373
0.123,181.113
0.133,-687.154
0.529,246.282
-0.725,80.0086
-1.099,436.879
-0.870,-16.1439
0.838,65.3068
-2.265,-115.199
-1.193,-78.5841
-0.517,169.029
-1.293,141.199
1.024,265.251
-1.582,37.8762
0.693,288.986
1.578,-78.8075
0.734,195.401
-0.673,0.653928
-0.104,145.41
0.341,265.436
0.236,-125.319
0.619,-237.238
-0.434,261.702
0.814,166.587
0.508,-65.7183
-1.042,-78.0224
-1.047,157.939
1.740,-271.822
0.159,191.751
-2.314,261.833
0.095,-91.7599
-0.954,475.218
0.691,-448.428
-2.258,27.2246
-0.571,344.935
-0.238,169.633
-0.673,297.148
-0.297,-298.466
0.104,-19.3641
0.710,363.27
-0.051,-156.074
-0.920,200.382
-0.624,320.736
0.520,-656.259
0.399,-255.689
1.709,-499.268
1.202,-185.005
0.259,-181.61
-0.995,-82.5234
0.695,-67.0272
-0.000,67.2402
-0.900,-433.844
-0.002,80.3286
-0.002,216.999
-0.523,-31.9156
0.581,-43.4802
-2.187,282.191
-0.175,69.3771
1.458,96.3929
0.199,227.7
0.077,77.2285
0.533,-34.7149
-0.661,50.0826
-1.036,412.819
0.283,55.4478
-2.047,200.367
0.985,24.9318
-0.781,47.2531
0.687,-288.869
-0.007,-163.525
-0.603,-179.006
-0.629,144.361
-0.525,-462.782
0.472,29.4908
0.403,22.5563
-1.532,-287.466
0.833,-118.337
1.340,-141.741
-0.817,137.512
-3.008,115.161
0.519,-50.8759
0.207,48.5274
-1.524,143.863
0.320,123.882
-1.147,102.948
-0.045,213.472
0.656,80.8305
-0.746,72.5245
0.926,-1.54584
0.177,-31.4374
1.132,125.886
-0.231,173.897
-0.272,-2.095
-0.066,379.81
-0.265,-57.746
-1.717,32.391
-0.155,260.693
-0.819,133.05
-1.019,-63.2896
1.456,-186.352
0.733,-262.449
-0.068,-293.4
1.281,-353.777
-0.733,-87.8578
0.475,-426.234
-0.317,101.746
1.237,399.149
0.730,47.5502
-0.935,228.584
0.759,385.747
0.001,409.055
-1.392,-83.1562
-2.215,352.266
-1.322,-241.043
-0.096,-52.0517
-0.379,61.9613
-0.939,18.6603
0.838,-192.996
-0.588,132.558
0.656,151.677
0.034,158.194
-0.287,-43.2046
0.250,-101.109
-0.126,-236.315
-1.570,541.869
-1.542,-126.982
-0.823,231.839
-0.223,133.495
0.448,273.491
0.992,-331.823
0.745,-256.504
0.183,81.1592
-0.596,19.6435
0.012,-94.9618
2.459,-140.962
1.396,-97.144
-0.305,-216.543
1.167,-135.721
1.760,-17.6689
0.836,-217.398
-0.510,-220.451
-0.053,-30.4102
-2.286,-134.586
-0.366,-153.174
-0.166,-74.7305
0.487,74.5049
0.009,106.241
2.327,-600.712
-0.292,213.259
0.084,-118.767
-1.122,112.524
0.791,-282.133
-0.372,712.768
-0.083,-220.413
-0.540,-8.36287
-0.218,24.7937
-0.430,-133.212
-0.064,144.784
0.677,-536.181
-0.896,26.2438
-0.740,133.685
0.192,315.851
-0.258,-59.9491
0.394,-318.337
-0.665,20.9061
0.093,120.597
-0.051,118.18
0.062,-7.92081
0.104,-386.057
0.045,-87.536
1.399,113.829
0.718,-31.7328
0.877,218.583
-0.899,109.361
-0.547,214.98
-0.928,-35.1444
1.565,6.76452
1.276,-340.853
-0.846,-46.9924
0.320,58.1678
1.531,40.9864
0.336,-66.8092
-0.374,137.015
-0.722,81.3967
1.124,-48.1286
0.299,199.928
-0.243,85.6131
0.770,150.074
0.249,-176.858
0.212,91.0728
0.328,12.3112
-1.599,-54.4705
1.555,-122.077
-0.440,-109.134
0.181,-85.7611
1.823,-607.046
0.053,418.601
-0.595,505.427
-0.273,32.7855
-0.546,-133.431
-0.298,116.139
1.390,-293.098
1.260,-146.889
-0.169,-63.9379
-1.104,189.051
-0.792,123.773
-0.202,160.187
0.770,-191.89
1.185,-51.9874
-1.674,17.2996
0.138,-76.1247
0.188,-28.0122
2.328,191.11
1.989,-281.733
0.651,-99.1433
1.499,25.7722
1.273,-68.8417
0.025,-217.361
-0.024,-247.779
1.149,-120.553
-1.966,11.0095
0.400,166.573
0.742,-224.069
0.092,-105.191
-0.175,106.244
0.260,336.7
0.301,28.252
0.608,-146.494
0.702,133.19
-0.033,-66.1992
-0.399,-14.0041
-1.526,377.35
1.517,-338.123
0.823,56.5496
-1.840,-256.909
-0.592,3.08099
-1.117,-361.298
1.344,-168.003
0.700,-341.365
0.405,12.2521
0.013,-68.1933
-0.220,-29.197
-0.088,-95.4691
-0.540,-268.298
1.137,238.332
-0.408,-135.157
0.145,24.2988
0.324,253.104
-0.273,539.436
-0.285,70.7491
-0.374,214.894
0.645,436.476
-0.709,43.2954
-0.164,289.317
-1.971,-20.4293
1.292,-235.166
1.331,112.133
1.191,-55.9203
0.327,-71.3753
-1.185,-56.1098
0.908,-230.286
-0.185,140.943
-1.472,-2.60072
-0.340,-130.655
-0.316,227.812
-1.246,-35.9717
0.786,-276.927
-0.715,105.963
1.408,205.548
-1.385,8.32856
0.315,-161.057
-0.897,-476.497
-0.406,219.031
0.249,86.8536
-0.093,-10.0884
-0.415,93.6685
-0.123,-290.299
-0.416,-94.4361
0.058,-528.895
-0.117,144.717
-0.695,276.307
1.123,-535.98
-1.038,-141.083
-1.089,-23.1592
-3.501,802.499
0.201,18.7815
-0.414,-223.336
1.563,-174.623
1.111,372.713
-1.038,568.452
-0.232,-141.065
0.387,-174.024
-0.201,-97.059
0.883,-11.5799
0.138,-368.135
0.628,-155.368
1.058,-123.368
-0.778,-75.6745
0.251,-235.046
0.102,244.064
0.587,-59.3175
-1.276,-171.449
1.316,21.7871
2.030,-471.495
-0.564,401.587
-1.918,3.34602
0.999,-15.9982
0.505,-172.162
0.332,26.5704
0.292,-380.07
0.392,25.8081
1.846,-230.119
-0.896,6.84305
0.271,-160.858
0.020,-99.6964
-1.137,177.324
-0.739,42.8798
0.095,143.92
-1.426,315.897
-0.103,-384.093
-0.822,24.662
-2.039,138.471
0.824,-133.495
1.073,-503.975
0.920,-86.7032
-0.155,-126.753
-0.291,-602.186
0.352,181.009
0.299,-189.613
-0.607,272.603
0.717,-416.11
0.342,47.4336
-0.405,-363.715
-0.424,-7.69303
-0.681,-219.633
0.504,75.656
-0.591,135.638
-1.402,336.075
1.397,298.969
1.045,-263.851
-0.150,-236.896
-2.245,-129.813
-0.032,381.114
1.338,-206.729
1.357,-348.736
-0.603,-213.862
-0.016,-238.509
-0.495,592.983
0.652,-302.779
-1.509,141.391
-2.064,82.2087
-0.218,-131.755
-1.135,186.339
0.246,311.25
-0.675,240.275
0.743,-125.159
0.282,-248.27
-0.880,53.4656
1.474,-179.114
-0.263,398.912
-0.372,578.751
-0.393,-69.4784
-0.793,-102.081
0.117,186.914
-0.757,-63.6709
-0.600,-214.63
1.175,-516.039
0.350,-183.073
0.275,-122.742
-1.532,-43.434
0.348,-46.0537
-0.162,-5.62745
-0.334,-29.5511
0.038,-202.379
0.082,38.705
-0.205,72.7666
-1.170,16.1411
-0.065,68.1134
-0.250,23.6061
-0.026,-37.4297
0.766,99.6861
0.280,142.242
0.247,69.4872
-1.708,566.431
-0.178,-79.3465
-1.187,-24.5562
-0.303,446.012
-1.822,-57.23
-0.133,-77.159
2.091,-553.564
-0.517,-60.9984
-0.720,121.134
1.953,-139.488
2.290,-101.255
-0.477,79.0637
-1.819,256.406
1.492,-52.3928
-0.544,79.9202
1.192,303.9
-0.009,-235.393
-0.464,32.4991
1.208,4.60319
-1.681,332.208
-0.273,272.041
0.584,2.46544
-0.270,384.011
-0.088,7.8737
0.545,-169.8
-0.536,12.0644
0.660,-96.7191
-0.088,-237.72
-1.067,-193.425
-0.078,235.511
0.254,-46.8333
0.219,390.868
0.422,-102.235
0.827,-221.006
0.381,-19.8787
0.112,121.573
0.803,120.357
-0.946,52.4514
1.348,3.06567
0.710,-185.249
0.030,93.8897
-0.276,24.9799
-1.512,207.674
0.641,58.4176
-0.477,-1.45724
-1.374,-12.3275
1.042,-163.022
0.542,-313.097
0.145,262.66
2.118,-132.492
-1.630,128.588
0.312,35.494
0.569,20.4463
2.567,-97.0691
0.824,-387.793
0.360,-297.19
0.777,-141.279
-0.088,-47.3961
1.980,5.94314
-2.373,-294.061
2.304,-399.41
-0.609,894.269
1.252,45.4408
-1.226,-98.7695
1.177,-161.042
0.079,307.64
0.365,179.31
0.312,130.162
-1.193,-464.63
-0.109,700.697
1.489,-481.23
-0.550,25.533
0.933,-449.172
1.130,674.3
0.419,287.196
1.860,-78.5443
-1.659,145.908
-0.941,-313.971
2.068,-203.104
0.402,49.0875
0.187,383.237
1.870,204.038
-1.681,111.696
1.373,-151.455
0.359,44.7331
-1.635,-141.596
-1.188,120.473
-0.229,205.487
0.610,-130.818
0.676,100.41
-0.357,54.3277
-0.490,-205.037
0.889,-133.94
-0.359,-152.739
0.306,27.5042
-0.503,0.232909
-1.017,147.194
-1.013,384.734
0.705,-124.201
-1.478,28.6333
-2.672,87.1433
0.685,2.10529
-1.818,189.52
0.999,-115.345
-1.278,435.782
-0.041,-14.0521
-0.533,-160.98
0.143,285.401
1.547,36.6919
0.400,120.79
-1.315,-380.138
0.672,-154.458
-1.686,20.8228
-1.024,-282.157
-0.034,212.909
-1.059,460.536
0.009,164.446
-0.188,165.34
0.809,-356.286
-0.651,-17.5394
-1.368,-101.239
-0.072,307.591
-0.592,78.9206
0.162,-380.097
2.055,-345.141
1.066,-155.103
0.644,-96.3348
0.424,-44.4165
2.279,-212.84
2.334,-117.134
-1.319,186.695
-0.118,2.83748
-0.795,-162.291
1.180,-88.4485
0.082,270.364
-0.814,466.663
-0.306,210.706
0.360,-81.6862
-0.331,-245.04
0.450,-83.4464
0.323,15.0605
0.743,142.548
-0.288,9.62668
-1.040,183.008
0.319,-221.265
0.950,-146.143
-0.798,20.3604
-0.700,19.4332
0.295,-15.79
0.959,87.2759
0.153,-105.276
-0.229,-194.474
1.616,-245.787
-0.591,-64.473
-0.741,-293.592
-1.496,146.273
0.745,6.61989
0.341,-272.949
1.833,43.0821
0.609,-299.58
0.986,-31.7485
1.783,-256.272
-0.208,56.1623
0.824,-34.3293
0.061,210.257
1.251,-62.1086
0.202,-118.468
0.624,376.932
-0.621,742.598
-1.366,-20.989
-1.345,-79.5172
0.941,71.1282
0.607,211.486
0.609,121.635
0.140,-87.9744
-0.084,-119.478
0.684,-406.079
0.416,-477.796
0.509,41.0748
1.296,-339.638
0.210,73.3028
-0.868,14.7875
-0.166,-211.447
0.766,-166.629
0.739,-95.9357
0.252,-102.449
0.263,301.673
-0.268,134.364
0.676,218.02
0.666,-125.591
-0.127,306.757
-1.117,111.021
-0.681,116.963
0.692,-165.629
-0.783,27.0697
-0.303,4.66606
1.349,-146.077
1.149,-187.479
0.625,-448.125
1.143,119.291
0.029,-80.6142
-1.737,73.539
-0.012,-54.028
-0.085,25.4378
0.721,-234.384
1.463,-492.405
-0.716,217.852
-0.188,269.573
1.564,-378.498
0.566,456.598
-0.062,138.113
0.987,-12.0666
0.039,-117.201
-0.699,162.528
0.814,-265.309
1.285,-388.484
-0.973,422.589
-2.027,55.0879
-0.942,79.6586
0.600,-104.984
-0.380,-95.1807
0.197,302.941
0.912,329.332
0.046,376.002
-0.647,185.899
1.175,-1.28016
-0.683,71.1553
-0.905,-220.179
-0.645,-66.3354
1.280,305.581
-1.592,76.7854
-0.534,136.613
-1.106,-107.057
-0.092,-99.8922
-1.041,73.9418
0.087,-269.228
1.091,-325.97
-0.819,-91.0501
-1.117,-75.7616
-0.074,-69.6429
1.148,-279.284
1.327,42.4509
-0.805,-52.9679
-0.357,-316.079
-1.238,243.963
2.106,-530.373
0.095,309.2
-1.084,-65.927
-1.701,141.969
0.082,63.885
1.253,28.5871
0.332,-416.245
-1.539,305.764
1.504,190.659
-0.145,-159.854
0.486,201.523
0.184,146.247
0.312,162.805
-1.133,120.126
0.591,-91.442
0.885,331.184
-1.475,407.613
0.136,-131.17
1.192,-389.182
-0.564,-138.939
-0.773,229.653
-0.220,97.9128
-2.417,333.057
1.966,-40.0982
0.187,-233.241
0.252,-134.081
0.865,87.9865
0.428,-64.1284
0.218,615.309
-0.723,203.411
-0.858,-79.3855
0.065,-23.9894
2.074,-187.907
-1.016,-15.1781
0.818,28.6613
1.289,127.099
-0.777,-235.404
0.577,-57.5403
0.183,573.729
-2.700,293.162
-0.280,7.77445
-0.660,152.738
-0.051,-70.2675
2.072,-185.461
1.384,55.9126
-1.257,98.9386
1.469,120.023
0.960,195.01
-0.468,160.238
1.671,-293.275
-1.010,65.4421
1.083,-495.004
0.270,-259.34
2.167,-74.8093
0.395,341.429
0.965,-260.896
0.567,-10.5687
-0.692,-210.201
1.045,-338.735
-0.054,130.595
1.717,-13.2524
-0.906,108.914
0.898,106.235
-0.175,295.285
3.142,-558.584
-0.171,125.6
-0.585,149.557
0.457,-232.194
2.254,-332.186
0.795,-37.9465
-1.071,172.228
-0.934,-82.7814
-1.610,-218.325
-0.250,242.467
1.036,-90.3553
-0.161,789.021
1.247,-29.9859
0.229,82.7048
1.081,213.211
1.373,-377.15
-0.424,288.131
-0.167,-56.01
-0.907,-12.6798
-0.393,46.8965
-0.147,-11.1234
1.383,-166.163
0.156,-26.7222
0.486,165.609
0.118,-147.164
-0.850,428.695
-0.050,183.531
0.941,46.6207
-0.718,-372.743
1.553,-182.529
0.162,483.56
0.390,53.0565
-1.227,257.086
-0.851,146.457
0.141,75.142
-0.398,108.77
0.433,118.717
0.839,-59.3129
0.465,50.5937
1.660,-12.9178
1.054,-46.7685
0.394,-234.58
0.874,84.0498
-0.024,-292.04
0.280,-257.657
0.413,-285.722
-0.901,85.5266
-0.538,-83.8798
0.874,-140.542
0.784,-8.27591
-1.648,185.078
0.196,-165.889
1.615,-109.763
-0.554,-268.481
0.311,0.15189
0.804,440.903
0.433,-276.655
1.300,-209.235
-1.579,-9.87081
0.677,-152.833
-1.655,-127.741
0.568,-60.246
-0.864,175.038
-0.009,357.263
2.710,-297.496
-0.025,-167.549
0.787,32.0343
1.056,8.95643
0.168,99.8061
-0.284,138.988
0.423,356.755
0.674,-43.8135
0.317,-58.9686
0.835,-94.256
-1.476,176.486
-0.138,282.629
-0.494,94.5211
0.612,358.77
0.829,-413.267
1.409,-53.641
0.090,235.955
-1.037,232.053
1.527,-493.524
0.185,-147.74
0.344,-168.794
